conllu_index,correct,incorrect
7852,"W konkursie wzięli udział uczniowie z Liceum Ogólnokształcącego im. Marszałka Józefa Piłsudskiego w Garwolinie (4 osoby), Liceum Ogólnokształcącego w Łaskarzewie (2 osoby), Zespołu Szkół Zawodowych im. Tadeusza Kościuszki w Garwolinie (39 osób) i Zespołu Szkół im. Bohaterów Westerplatte w Garwolinie (44 osoby).","W konkursie wziął udział uczniowie z Liceum Ogólnokształcącego im. Marszałka Józefa Piłsudskiego w Garwolinie (4 osoby), Liceum Ogólnokształcącego w Łaskarzewie (2 osoby), Zespołu Szkół Zawodowych im. Tadeusza Kościuszki w Garwolinie (39 osób) i Zespołu Szkół im. Bohaterów Westerplatte w Garwolinie (44 osoby)."
7853,Podobnie powstały (bardzo liczne) litanie maryjne i to już od wczesnego średniowiecza.,Podobnie powstała (bardzo liczne) litanie maryjne i to już od wczesnego średniowiecza.
7892,Nie ma więc mowy - jak podają niektóre gazety - o przepełnionych magazynach.,Nie mają więc mowy - jak podają niektóre gazety - o przepełnionych magazynach.
7957,Od 1992 roku trwają starania o utworzenie w Pasłęku filii Sądu Grodzkiego.,Od 1992 roku trwa starania o utworzenie w Pasłęku filii Sądu Grodzkiego.
8379,"Szkoły z pełnym zapleczem sportowym otrzymują trochę pieniędzy za wynajem sal, basenów.","Szkoły z pełnym zapleczem sportowym otrzymuje trochę pieniędzy za wynajem sal, basenów."
8381,"Szkoła od mieszkańców Lipnika oczekuje czynnego włączenia się w życie szkoły poprzez poszukiwanie nowych sponsorów, organizowanie imprez na rzecz szkoły, konkretną pomoc w formie pracy fizycznej przy urządzaniu boiska i sali gimnastycznej.","Szkoła od mieszkańców Lipnika oczekują czynnego włączenia się w życie szkoły poprzez poszukiwanie nowych sponsorów, organizowanie imprez na rzecz szkoły, konkretną pomoc w formie pracy fizycznej przy urządzaniu boiska i sali gimnastycznej."
8463,Równolegle do rozmów prezydentów Ukrainy i Polski w Kijowie znów odbyły się protesty przeciw Kuczmie.,Równolegle do rozmów prezydentów Ukrainy i Polski w Kijowie znów odbył się protesty przeciw Kuczmie.
8487,Rosja W poniedziałek w Moskwie obrońcy środowiska z całej Rosji protestowali przed parlamentem.,Rosja W poniedziałek w Moskwie obrońcy środowiska z całej Rosji protestował przed parlamentem.
8528,"Czasami nawet słoiki z utrwalaczem pękają same, nie powoduje to jednak spadku jakości utrwalacza.","Czasami nawet słoiki z utrwalaczem pęka same, nie powoduje to jednak spadku jakości utrwalacza."
8831,Po trzech dniach emocjonujących spotkań zwycięzcami turnieju zostali siatkarze z Gorzowa.,Po trzech dniach emocjonujących spotkań zwycięzcami turnieju został siatkarze z Gorzowa.
9051,"Obok piętrzyły się skrzynie z amunicją do cekaemów, których miano zabrać 14, do działek 40 mm, do rusznic przeciwpancernych.","Obok piętrzyła się skrzynie z amunicją do cekaemów, których miano zabrać 14, do działek 40 mm, do rusznic przeciwpancernych."
9224,Ludzie z jego plemienia strażowali potem długo w oczekiwaniu na samochód urzędu energetycznego.,Ludzie z jego plemienia strażował potem długo w oczekiwaniu na samochód urzędu energetycznego.
9350,Deficyt w dostawach mięsa świeżego szczególnie uwidacznia się w trzecim kwartale oraz w okresach przedświątecznych.,Deficyt w dostawach mięsa świeżego szczególnie uwidaczniają się w trzecim kwartale oraz w okresach przedświątecznych.
10203,"W roku 1500 ukazują się ""Ćwiczenia w życiu duchowym"" napisane przez Garcia Jimenez de Cisneros.","W roku 1500 ukazuje się ""Ćwiczenia w życiu duchowym"" napisane przez Garcia Jimenez de Cisneros."
10390,Obszerny przewodnik po ponad tysiącu brytyjskich szkołach z rekomendacją British Council znajdziesz pod adresem www.englishinbritain.com.,Obszerny przewodnik po ponad tysiącu brytyjskich szkołach z rekomendacją British Council znajdziecie pod adresem www.englishinbritain.com.
10690,"Poza tym trasy w Polsce mamy bardzo fajne: ciekawe, szybkie, ale jednocześnie trudne technicznie.","Poza tym trasy w Polsce mam bardzo fajne: ciekawe, szybkie, ale jednocześnie trudne technicznie."
10967,Z norm tych wynika m.in. uzgodniony przez CCITT podział całego świata na 8 odrębnych światowych stref numeracyjnych :,Z norm tych wynikają m.in. uzgodniony przez CCITT podział całego świata na 8 odrębnych światowych stref numeracyjnych :
11043,Po 10.000 zł otrzymają Komitety Organizacyjne w Ludźmierzu i Zakopanem.,Po 10.000 zł otrzyma Komitety Organizacyjne w Ludźmierzu i Zakopanem.
11048,"Włodzimierz Wnuk, w książce ""Moje Podhale"" opisuje wydarzenie z czasów dzieciństwa Andrzeja Galicy:","Włodzimierz Wnuk, w książce ""Moje Podhale"" opisują wydarzenie z czasów dzieciństwa Andrzeja Galicy:"
11088,"Przyjechali też strażacy z OSP z Poronina, Suchego i Kościeliska.","przyjechał też strażacy z OSP z Poronina, Suchego i Kościeliska."
11133,8 i 9 lipca odbędą się Mistrzostwa Polski w Wędkarstwie Muchowym.,8 i 9 lipca odbędzie się Mistrzostwa Polski w Wędkarstwie Muchowym.
11196,"Znajdą się tam także pomieszczenia rehabilitacyjne z basenem, salami gimnastycznymi i salami masażu.","znajdzie się tam także pomieszczenia rehabilitacyjne z basenem, salami gimnastycznymi i salami masażu."
11291,Znacznie rzadziej zdarzają się infekcje w wyniku transfuzji krwi lub przyjmowania preparatów krwiopochodnych.,Znacznie rzadziej zdarza się infekcje w wyniku transfuzji krwi lub przyjmowania preparatów krwiopochodnych.
11574,Roczne straty z tego powodu w Europie sięgają wielu miliardów dolarów.,Roczne straty z tego powodu w Europie sięga wielu miliardów dolarów.
11678,"Zachęceni przez nauczycielkę, mgr Małgorzatę Chorodyńską, koledzy i koleżanki z Sosnowca przysłali ponad 30 różnorodnych prac, wśród których znalazły się bardzo ciekawe i oryginalne.","Zachęceni przez nauczycielkę, mgr Małgorzatę Chorodyńską, koledzy i koleżanki z Sosnowca przysłał ponad 30 różnorodnych prac, wśród których znalazły się bardzo ciekawe i oryginalne."
11767,To samo zresztą mówią moi koledzy architekci z Polski.,To samo zresztą mówi moi koledzy architekci z Polski.
11871,Tylko bowiem w siedzibie tych szkół - oddanej do użytku trzy miesiące temu - są warunki do przygotowywania ciepłych posiłków.,Tylko bowiem w siedzibie tych szkół - oddanej do użytku trzy miesiące temu - jest warunki do przygotowywania ciepłych posiłków.
11921,Kolejne monity w tej sprawie lądowały... w szufladach obu instytucji.,Kolejne monity w tej sprawie lądował... w szufladach obu instytucji.
12044,"Tutaj, u samych źródeł Orzyca, wszyscy gospodarze ze Sławogóry mają działki.","Tutaj, u samych źródeł Orzyca, wszyscy gospodarze ze Sławogóry ma działki."
12066,Z tego pierwszego powodu policjanci z płońskiej komendy w ciągu miesiąca zarekwirowali już 5 samochodów osobowych.,Z tego pierwszego powodu policjanci z płońskiej komendy w ciągu miesiąca zarekwirował już 5 samochodów osobowych.
12185,Złodzieje z kasetki na pieniądze zabrali 2 tys. zł.,Złodzieje z kasetki na pieniądze zabrał 2 tys. zł.
12259,"Dostają je dzieci w trudnej sytuacji materialnej, których ojcowie nie wywiązują się ze swoich obowiązków.","dostaje je dzieci w trudnej sytuacji materialnej, których ojcowie nie wywiązują się ze swoich obowiązków."
12297,W turnieju udział wzięli szachiści z Nakła i Kcyni.,W turnieju udział wziął szachiści z Nakła i Kcyni.
12315,"W tym roku, jak poinformowała Alicja Jaranowska, do dyspozycji jest całkiem nowy sprzęt sportowy w postaci dziesięciu kajaków oraz dwóch rowerów wodnych.","W tym roku, jak poinformowała Alicja Jaranowska, do dyspozycji są całkiem nowy sprzęt sportowy w postaci dziesięciu kajaków oraz dwóch rowerów wodnych."
12437,Pod koniec lipca funkcjonariusze z komisariatu w Bysławiu wspólnie z pracownikiem urzędu gminy sprawdzali przestrzeganie w tym punkcie ustawy o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi.,Pod koniec lipca funkcjonariusze z komisariatu w Bysławiu wspólnie z pracownikiem urzędu gminy sprawdzał przestrzeganie w tym punkcie ustawy o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi.
12532,"Po opadach deszczu nadleśniczowie z Tucholi, Woziwody, Zamrzenicy i Trzebcin podjęli decyzję o wycofaniu zakazu.","Po opadach deszczu nadleśniczowie z Tucholi, Woziwody, Zamrzenicy i Trzebcin podjął decyzję o wycofaniu zakazu."
12736,"Niezależnie od przedstawionych wyników, kontrolę przeprowadzą jeszcze policjanci z Komendy Wojewódzkiej Policji w Katowicach.","Niezależnie od przedstawionych wyników, kontrolę przeprowadzi jeszcze policjanci z Komendy Wojewódzkiej Policji w Katowicach."
12778,Krzysztofowi K. grozi kara do 12 lat pozbawienia wolności.,Krzysztofowi K. grożą kara do 12 lat pozbawienia wolności.
13111,Papierosy bez polskiej akcyzy miały trafić do Niemiec.,Papierosy bez polskiej akcyzy miał trafić do Niemiec.
13164,"Do Wrocławia, gdzie zakończyły się VIII Mistrzostwa Świata w Grillowaniu przyjechali mistrzowie z całego świata.","Do Wrocławia, gdzie zakończyły się VIII Mistrzostwa Świata w Grillowaniu przyjechał mistrzowie z całego świata."
13349,Niedzielne wybory na Białorusi niewiele mają wspólnego z demokracją.,Niedzielne wybory na Białorusi niewiele ma wspólnego z demokracją.
13626,"Przecież były zawalone dachy w Polsce, Niemczech, Rosji, były też ofiary.","Przecież były zawalone dachy w Polsce, Niemczech, Rosji, była też ofiary."
13985,Rosną też akcje Olechowskiego w Unii.,rośnie też akcje Olechowskiego w Unii.
13993,Nie ma też mowy o erratach do każdego z nich.,Nie mają też mowy o erratach do każdego z nich.
13999,"Ze ścian mrugają kolorowe neony świąteczne w kształcie choinek, bombek i dzwonków.","Ze ścian mruga kolorowe neony świąteczne w kształcie choinek, bombek i dzwonków."
14093,W centrali agencji kontrolerzy z Ministerstwa Łączności nie mogą się doszukać aparatury wartej 10 milionów zł.,W centrali agencji kontrolerzy z Ministerstwa Łączności nie może się doszukać aparatury wartej 10 milionów zł.
14094,Kontrola w terenowych oddziałach tej instytucji dopiero się rozpoczyna.,Kontrola w terenowych oddziałach tej instytucji dopiero się rozpoczynają.
14158,- Są już kandydaci na taką listę.,- jest już kandydaci na taką listę.
14310,Urzędy miejski i wojewódzki o prośbie konsulatu nic jeszcze nie wiedzą.,Urzędy miejski i wojewódzki o prośbie konsulatu nic jeszcze nie wie.
14560,"Cały wczorajszy dzień trwały zacięte walki wokół Groznego, a wieczorem Rosjanie zamknęli pierścień okrążenia wokół miasta.","Cały wczorajszy dzień trwała zacięte walki wokół Groznego, a wieczorem Rosjanie zamknęli pierścień okrążenia wokół miasta."
14709,"Nie ma porozumienia w najważniejszych sprawach gospodarczych: nie powołano nawet organu arbitrażowego, który nakładałby sankcje za niewywiązywanie się z umów; nie dogadano się w sprawie cen.","Nie mają porozumienia w najważniejszych sprawach gospodarczych: nie powołano nawet organu arbitrażowego, który nakładał by sankcje za niewywiązywanie się z umów; nie dogadano się w sprawie cen."
14747,"Przesłuchania polskich świadków w ""aferze karabinowej"" opóźnią się o kilka dni.","Przesłuchania polskich świadków w ""aferze karabinowej"" opóźni się o kilka dni."
14880,Rozmowy pokojowe w sprawie Karabachu od dawna tkwią w ślepym zaułku.,Rozmowy pokojowe w sprawie Karabachu od dawna tkwi w ślepym zaułku.
14917,"Teraz, źródła w Partii Konserwatywnej twierdzą, że trudno będzie uniknąć rozpadu partii, a większość jej członków przejdzie do znacznie radykalniejszej organizacji Afrikaaner Volksunie.","Teraz, źródła w Partii Konserwatywnej twierdzi, że trudno będzie uniknąć rozpadu partii, a większość jej członków przejdzie do znacznie radykalniejszej organizacji Afrikaaner Volksunie."
14921,Czy są różnice między opozycją a SLD w interpretacji faktów?,Czy jest różnice między opozycją a SLD w interpretacji faktów?
15332,"- A pisanie o dramatycznych powikłaniach, o zgonach sieje strach i źle wpływa na zdrowie starszych ludzi, którzy to czytają.","- A pisanie o dramatycznych powikłaniach, o zgonach sieją strach i źle wpływa na zdrowie starszych ludzi, którzy to czytają."
15381,"Pierwszy krzykacz wśród profesjonalnych koszykarzy - potężny skrzydłowy Szerszeni z Charlotte Larry Johnson, wrzeszczy, gdy rzuca wolne, gdy zdobywa punkty i gdy jest z siebie niezadowolony.","Pierwszy krzykacz wśród profesjonalnych koszykarzy - potężny skrzydłowy Szerszeni z Charlotte Larry Johnson, wrzeszczą, gdy rzuca wolne, gdy zdobywa punkty i gdy jest z siebie niezadowolony."
15470,Stowarzyszenie na Rzecz Praw i Wolności liczy ok. tysiąca członków.,Stowarzyszenie na Rzecz Praw i Wolności liczą ok. tysiąca członków.
15833,"Problemy z reformą edukacji, emerytur czy służby zdrowia tkwią raczej w SLD.","Problemy z reformą edukacji, emerytur czy służby zdrowia tkwi raczej w SLD."
15949,Mężczyźni po pierwszej łyżce wstali od stołu.,Mężczyźni po pierwszej łyżce wstał od stołu.
16132,Od poniedziałku w podwarszawskiej Ryni trwa pierwszy kurs dla przyszłych członków Tow. Budownictwa Społecznego.,Od poniedziałku w podwarszawskiej Ryni trwają pierwszy kurs dla przyszłych członków Tow. Budownictwa Społecznego.
16269,"Władze w Groznym twierdzą, że do wtorku pod broń stawi się 600 tys. mężczyzn w wieku od 15 do 65 lat.","Władze w Groznym twierdzi, że do wtorku pod broń stawi się 600 tys. mężczyzn w wieku od 15 do 65 lat."
16362,Są też bezzwrotne dotacje dla bezrobotnych na założenie firmy.,jest też bezzwrotne dotacje dla bezrobotnych na założenie firmy.
16368,"Piłkarze z Opatowca, okrzyknięci rewelacją rozgrywek, przegrali z Czarnocinem 0:3, tracąc gole po celnych uderzeniach Pawła Radziszewskiego, Łukasza Jajeśniaka i Tomasza Piotrowskiego.","Piłkarze z Opatowca, okrzyknięci rewelacją rozgrywek, przegrał z Czarnocinem 0:3, tracąc gole po celnych uderzeniach Pawła Radziszewskiego, Łukasza Jajeśniaka i Tomasza Piotrowskiego."
16407,Na razie żeglarze z całego świata odpoczywają i bawią się w Talinie.,Na razie żeglarze z całego świata odpoczywa i bawią się w Talinie.
16500,"Archeolodzy spod Ożarowa doskonale porozumiewają się z Muzeum Techniki i Przyrody w Starachowicach, które zleciło im prowadzenie wykopalisk.","Archeolodzy spod Ożarowa doskonale porozumiewa się z Muzeum Techniki i Przyrody w Starachowicach, które zleciło im prowadzenie wykopalisk."
16698,Od dwóch lat w Woli Skolankowskiej goszczą niepełnosprawni artyści z Centrum Rehabilitacji w Grudziądzu.,Od dwóch lat w Woli Skolankowskiej gości niepełnosprawni artyści z Centrum Rehabilitacji w Grudziądzu.
16785,"Dzisiejsza konfrontacja z łódzkimi zespołami, które mają pierwszoligowe aspiracje, zapowiada się niezwykle ciekawie.","Dzisiejsza konfrontacja z łódzkimi zespołami, które mają pierwszoligowe aspiracje, zapowiadają się niezwykle ciekawie."
16797,Ratownicy z całego województwa w ramach ćwiczeń w poszukiwaniu ofiar utonięć badali dno kieleckiego zalewu.,Ratownicy z całego województwa w ramach ćwiczeń w poszukiwaniu ofiar utonięć badał dno kieleckiego zalewu.
16813,O godzinie 13 w Urzędzie Miasta w Kielcach rozpocznie sie klojene spotkanie w sprawie prywatnych przewoźników.,O godzinie 13 w Urzędzie Miasta w Kielcach rozpoczną sie klojene spotkanie w sprawie prywatnych przewoźników.
16978,Kobiety w więzieniu doskonale łagodzą obyczaje.,Kobiety w więzieniu doskonale łagodzi obyczaje.
16999,"Specjaliści od gejowskiego rynku twierdzą, że jeżeli pojawia się na nim duża firma, to w jej ślady idą konkurenci z tej samej branży.","Specjaliści od gejowskiego rynku twierdzi, że jeżeli pojawia się na nim duża firma, to w jej ślady idą konkurenci z tej samej branży."
17018,"Podobnie wyczerpująco brzmiały wcześniejsze odpowiedzi na pytanie o tajemnicę sukcesów utalentowanego 25-letniego gracza, o jego technikę i taktykę.","Podobnie wyczerpująco brzmiała wcześniejsze odpowiedzi na pytanie o tajemnicę sukcesów utalentowanego 25-letniego gracza, o jego technikę i taktykę."
17476,"Dlatego dwie prywatne firmy z Wybrzeża chcą sprzedać swoje akcje w Londynie, a nie w Warszawie.","Dlatego dwie prywatne firmy z Wybrzeża chce sprzedać swoje akcje w Londynie, a nie w Warszawie."
17507,"Partyjne ataki na Kościół i na prymasa sprawiły, że wierzących przestał obchodzić konflikt o orędzie.","Partyjne ataki na Kościół i na prymasa sprawił, że wierzących przestał obchodzić konflikt o orędzie."
17958,Niezadowolenie wyrazili również jej koledzy z SDP.,Niezadowolenie wyraził również jej koledzy z SDP.
18080,"Policjanci z pobliskiego komisariatu przyznają, że docierają do nich sygnały o rozbojach.","Policjanci z pobliskiego komisariatu przyznaje, że docierają do nich sygnały o rozbojach."
18108,W prasie włoskiej pojawiły się niedawno pogłoski o czekającej go operacji wszczepienia protezy stawu kolanowego.,W prasie włoskiej pojawiła się niedawno pogłoski o czekającej go operacji wszczepienia protezy stawu kolanowego.
18160,"Od stycznia przejmie ją dziecko z Czech, a za rok z Niemiec.","Od stycznia przejmą ją dziecko z Czech, a za rok z Niemiec."
18165,"W przyszłości organizatorom marzy się ustawienie kamer również w kilku innych miejscach oraz umieszczenie ""podzielonego"" ekranu przy dolnej stacji wodociągu.","W przyszłości organizatorom marzą się ustawienie kamer również w kilku innych miejscach oraz umieszczenie ""podzielonego"" ekranu przy dolnej stacji wodociągu."
18190,"Zdaniem władz, ekstremiści albańscy z regionu objętego konfliktem mają powiązania z separatystami z Doliny Preszeva w południowej Serbii, gdzie dochodziło ostatnio do starć z siłami rządowymi Jugosławii, oraz otrzymują wsparcie od kosowskich Albańczyków.","Zdaniem władz, ekstremiści albańscy z regionu objętego konfliktem ma powiązania z separatystami z Doliny Preszeva w południowej Serbii, gdzie dochodziło ostatnio do starć z siłami rządowymi Jugosławii, oraz otrzymują wsparcie od kosowskich Albańczyków."
18302,"Jego uczestnicy (również ze strony niemieckiej) rozmawiali o perspektywach rozwoju firm sektora MSP w Euroregionie ""Pomerania"", szansach współpracy gospodarczej, potencjale firm Pomorza Zachodniego, programach wspierania przedsiębiorczości w Euroregionie oraz województwie zachodniopomorskim.","Jego uczestnicy (również ze strony niemieckiej) rozmawiał o perspektywach rozwoju firm sektora MSP w Euroregionie ""Pomerania"", szansach współpracy gospodarczej, potencjale firm Pomorza Zachodniego, programach wspierania przedsiębiorczości w Euroregionie oraz województwie zachodniopomorskim."
18323,"Policjanci z Reska twierdzą, że w mieście nie ma satanistów czy osób powiązanych z innymi sektami.","Policjanci z Reska twierdzi, że w mieście nie ma satanistów czy osób powiązanych z innymi sektami."
18458,"Natomiast lekarze z Kliniki Neurologii i Wieku Podeszłego oraz działacze Stowarzyszenia postulują, aby przyznać osobom cierpiącym na tę nieuleczalną chorobę prawo do konsultacji specjalistycznej w renomowanym ośrodku, bez skierowania, przynajmniej raz w roku, a w najgorszym wypadku raz na półtora roku.","Natomiast lekarze z Kliniki Neurologii i Wieku Podeszłego oraz działacze Stowarzyszenia postuluje, aby przyznać osobom cierpiącym na tę nieuleczalną chorobę prawo do konsultacji specjalistycznej w renomowanym ośrodku, bez skierowania, przynajmniej raz w roku, a w najgorszym wypadku raz na półtora roku."
18526,"Przed stadionem na ul. Leszczyńskiego, posypały się butelki z benzyną, fruwały w powietrze kamienie i drewniane pały.","Przed stadionem na ul. Leszczyńskiego, posypała się butelki z benzyną, fruwały w powietrze kamienie i drewniane pały."
18532,Już po raz drugi odbędzie się więc w Lublinie Otwarty Konkurs Fryzjerski dla młodych fryzjerów (do lat 30) i uczniów mających za sobą przynajmniej 3 lata nauki zawodu.,Już po raz drugi odbędą się więc w Lublinie Otwarty Konkurs Fryzjerski dla młodych fryzjerów (do lat 30) i uczniów mających za sobą przynajmniej 3 lata nauki zawodu.
